path,label
cifar10/train/airplane\0074.jpg,airplane
cifar10/train/airplane\0075.jpg,airplane
cifar10/train/airplane\0076.jpg,airplane
cifar10/train/airplane\0077.jpg,airplane
cifar10/train/airplane\0078.jpg,airplane
cifar10/train/airplane\0079.jpg,airplane
cifar10/train/airplane\0080.jpg,airplane
cifar10/train/airplane\0081.jpg,airplane
cifar10/train/airplane\0082.jpg,airplane
cifar10/train/airplane\0083.jpg,airplane
cifar10/train/airplane\0084.jpg,airplane
cifar10/train/airplane\0085.jpg,airplane
cifar10/train/airplane\0086.jpg,airplane
cifar10/train/airplane\0087.jpg,airplane
cifar10/train/airplane\0088.jpg,airplane
cifar10/train/airplane\0089.jpg,airplane
cifar10/train/airplane\0090.jpg,airplane
cifar10/train/airplane\0091.jpg,airplane
cifar10/train/airplane\0092.jpg,airplane
cifar10/train/airplane\0093.jpg,airplane
cifar10/train/airplane\0094.jpg,airplane
cifar10/train/airplane\0095.jpg,airplane
cifar10/train/airplane\0096.jpg,airplane
cifar10/train/airplane\0097.jpg,airplane
cifar10/train/airplane\0098.jpg,airplane
cifar10/train/airplane\0099.jpg,airplane
cifar10/train/airplane\0100.jpg,airplane
cifar10/train/airplane\0101.jpg,airplane
cifar10/train/airplane\0102.jpg,airplane
cifar10/train/airplane\0103.jpg,airplane
cifar10/train/airplane\0104.jpg,airplane
cifar10/train/airplane\0105.jpg,airplane
cifar10/train/airplane\0106.jpg,airplane
cifar10/train/airplane\0107.jpg,airplane
cifar10/train/airplane\0108.jpg,airplane
cifar10/train/airplane\0109.jpg,airplane
cifar10/train/airplane\0110.jpg,airplane
cifar10/train/airplane\0111.jpg,airplane
cifar10/train/airplane\0112.jpg,airplane
cifar10/train/airplane\0113.jpg,airplane
cifar10/train/airplane\0114.jpg,airplane
cifar10/train/airplane\0115.jpg,airplane
cifar10/train/airplane\0116.jpg,airplane
cifar10/train/airplane\0117.jpg,airplane
cifar10/train/airplane\0118.jpg,airplane
cifar10/train/airplane\0119.jpg,airplane
cifar10/train/airplane\0120.jpg,airplane
cifar10/train/airplane\0121.jpg,airplane
cifar10/train/airplane\0122.jpg,airplane
cifar10/train/airplane\0123.jpg,airplane
cifar10/train/airplane\0124.jpg,airplane
cifar10/train/airplane\0125.jpg,airplane
cifar10/train/airplane\0126.jpg,airplane
cifar10/train/airplane\0127.jpg,airplane
cifar10/train/airplane\0128.jpg,airplane
cifar10/train/airplane\0129.jpg,airplane
cifar10/train/airplane\0130.jpg,airplane
cifar10/train/airplane\0131.jpg,airplane
cifar10/train/airplane\0132.jpg,airplane
cifar10/train/airplane\0133.jpg,airplane
cifar10/train/airplane\0134.jpg,airplane
cifar10/train/airplane\0135.jpg,airplane
cifar10/train/airplane\0136.jpg,airplane
cifar10/train/airplane\0137.jpg,airplane
cifar10/train/airplane\0138.jpg,airplane
cifar10/train/airplane\0139.jpg,airplane
cifar10/train/airplane\0140.jpg,airplane
cifar10/train/airplane\0141.jpg,airplane
cifar10/train/airplane\0142.jpg,airplane
cifar10/train/airplane\0143.jpg,airplane
cifar10/train/airplane\0144.jpg,airplane
cifar10/train/airplane\0145.jpg,airplane
cifar10/train/airplane\0146.jpg,airplane
cifar10/train/airplane\0147.jpg,airplane
cifar10/train/airplane\0148.jpg,airplane
cifar10/train/airplane\0149.jpg,airplane
cifar10/train/airplane\0150.jpg,airplane
cifar10/train/airplane\0151.jpg,airplane
cifar10/train/airplane\0152.jpg,airplane
cifar10/train/airplane\0153.jpg,airplane
cifar10/train/airplane\0154.jpg,airplane
cifar10/train/airplane\0155.jpg,airplane
cifar10/train/airplane\0156.jpg,airplane
cifar10/train/airplane\0157.jpg,airplane
cifar10/train/airplane\0158.jpg,airplane
cifar10/train/airplane\0159.jpg,airplane
cifar10/train/airplane\0160.jpg,airplane
cifar10/train/airplane\0161.jpg,airplane
cifar10/train/airplane\0162.jpg,airplane
cifar10/train/airplane\0163.jpg,airplane
cifar10/train/airplane\0164.jpg,airplane
cifar10/train/airplane\0165.jpg,airplane
cifar10/train/airplane\0166.jpg,airplane
cifar10/train/airplane\0167.jpg,airplane
cifar10/train/airplane\0168.jpg,airplane
cifar10/train/airplane\0169.jpg,airplane
cifar10/train/airplane\0170.jpg,airplane
cifar10/train/airplane\0171.jpg,airplane
cifar10/train/airplane\0172.jpg,airplane
cifar10/train/airplane\0173.jpg,airplane
cifar10/train/airplane\0174.jpg,airplane
cifar10/train/airplane\0175.jpg,airplane
cifar10/train/airplane\0176.jpg,airplane
cifar10/train/airplane\0177.jpg,airplane
cifar10/train/airplane\0178.jpg,airplane
cifar10/train/airplane\0179.jpg,airplane
cifar10/train/airplane\0180.jpg,airplane
cifar10/train/airplane\0181.jpg,airplane
cifar10/train/airplane\0182.jpg,airplane
cifar10/train/airplane\0183.jpg,airplane
cifar10/train/airplane\0184.jpg,airplane
cifar10/train/airplane\0185.jpg,airplane
cifar10/train/airplane\0186.jpg,airplane
cifar10/train/airplane\0187.jpg,airplane
cifar10/train/airplane\0188.jpg,airplane
cifar10/train/airplane\0189.jpg,airplane
cifar10/train/airplane\0190.jpg,airplane
cifar10/train/airplane\0191.jpg,airplane
cifar10/train/airplane\0192.jpg,airplane
cifar10/train/airplane\0193.jpg,airplane
cifar10/train/airplane\0194.jpg,airplane
cifar10/train/airplane\0195.jpg,airplane
cifar10/train/airplane\0196.jpg,airplane
cifar10/train/airplane\0197.jpg,airplane
cifar10/train/airplane\0198.jpg,airplane
cifar10/train/airplane\0199.jpg,airplane
cifar10/train/airplane\0200.jpg,airplane
cifar10/train/airplane\0201.jpg,airplane
cifar10/train/airplane\0202.jpg,airplane
cifar10/train/airplane\0203.jpg,airplane
cifar10/train/airplane\0204.jpg,airplane
cifar10/train/airplane\0205.jpg,airplane
cifar10/train/airplane\0206.jpg,airplane
cifar10/train/airplane\0207.jpg,airplane
cifar10/train/airplane\0208.jpg,airplane
cifar10/train/airplane\0209.jpg,airplane
cifar10/train/airplane\0210.jpg,airplane
cifar10/train/airplane\0211.jpg,airplane
cifar10/train/airplane\0212.jpg,airplane
cifar10/train/airplane\0213.jpg,airplane
cifar10/train/airplane\0214.jpg,airplane
cifar10/train/airplane\0215.jpg,airplane
cifar10/train/airplane\0216.jpg,airplane
cifar10/train/airplane\0217.jpg,airplane
cifar10/train/airplane\0218.jpg,airplane
cifar10/train/airplane\0219.jpg,airplane
cifar10/train/airplane\0220.jpg,airplane
cifar10/train/airplane\0221.jpg,airplane
cifar10/train/airplane\0222.jpg,airplane
cifar10/train/airplane\0223.jpg,airplane
cifar10/train/airplane\0224.jpg,airplane
cifar10/train/airplane\0225.jpg,airplane
cifar10/train/airplane\0226.jpg,airplane
cifar10/train/airplane\0227.jpg,airplane
cifar10/train/airplane\0228.jpg,airplane
cifar10/train/airplane\0229.jpg,airplane
cifar10/train/airplane\0230.jpg,airplane
cifar10/train/airplane\0231.jpg,airplane
cifar10/train/airplane\0232.jpg,airplane
cifar10/train/airplane\0233.jpg,airplane
cifar10/train/airplane\0234.jpg,airplane
cifar10/train/airplane\0235.jpg,airplane
cifar10/train/airplane\0236.jpg,airplane
cifar10/train/airplane\0237.jpg,airplane
cifar10/train/airplane\0238.jpg,airplane
cifar10/train/airplane\0239.jpg,airplane
cifar10/train/airplane\0240.jpg,airplane
cifar10/train/airplane\0241.jpg,airplane
cifar10/train/airplane\0242.jpg,airplane
cifar10/train/airplane\0243.jpg,airplane
cifar10/train/airplane\0244.jpg,airplane
cifar10/train/airplane\0245.jpg,airplane
cifar10/train/airplane\0246.jpg,airplane
cifar10/train/airplane\0247.jpg,airplane
cifar10/train/airplane\0248.jpg,airplane
cifar10/train/airplane\0249.jpg,airplane
cifar10/train/airplane\0250.jpg,airplane
cifar10/train/airplane\0251.jpg,airplane
cifar10/train/airplane\0252.jpg,airplane
cifar10/train/airplane\0253.jpg,airplane
cifar10/train/airplane\0254.jpg,airplane
cifar10/train/airplane\0255.jpg,airplane
cifar10/train/airplane\0256.jpg,airplane
cifar10/train/airplane\0257.jpg,airplane
cifar10/train/airplane\0258.jpg,airplane
cifar10/train/airplane\0259.jpg,airplane
cifar10/train/airplane\0260.jpg,airplane
cifar10/train/airplane\0261.jpg,airplane
cifar10/train/airplane\0262.jpg,airplane
cifar10/train/airplane\0263.jpg,airplane
cifar10/train/airplane\0264.jpg,airplane
cifar10/train/airplane\0265.jpg,airplane
cifar10/train/airplane\0266.jpg,airplane
cifar10/train/airplane\0267.jpg,airplane
cifar10/train/airplane\0268.jpg,airplane
cifar10/train/airplane\0269.jpg,airplane
cifar10/train/airplane\0270.jpg,airplane
cifar10/train/airplane\0271.jpg,airplane
cifar10/train/airplane\0272.jpg,airplane
cifar10/train/airplane\0273.jpg,airplane
cifar10/train/airplane\0274.jpg,airplane
cifar10/train/airplane\0275.jpg,airplane
cifar10/train/airplane\0276.jpg,airplane
cifar10/train/airplane\0277.jpg,airplane
cifar10/train/airplane\0278.jpg,airplane
cifar10/train/airplane\0279.jpg,airplane
cifar10/train/airplane\0280.jpg,airplane
cifar10/train/airplane\0281.jpg,airplane
cifar10/train/airplane\0282.jpg,airplane
cifar10/train/airplane\0283.jpg,airplane
cifar10/train/airplane\0284.jpg,airplane
cifar10/train/airplane\0285.jpg,airplane
cifar10/train/airplane\0286.jpg,airplane
cifar10/train/airplane\0287.jpg,airplane
cifar10/train/airplane\0288.jpg,airplane
cifar10/train/airplane\0289.jpg,airplane
cifar10/train/airplane\0290.jpg,airplane
cifar10/train/airplane\0291.jpg,airplane
cifar10/train/airplane\0292.jpg,airplane
cifar10/train/airplane\0293.jpg,airplane
cifar10/train/airplane\0294.jpg,airplane
cifar10/train/airplane\0295.jpg,airplane
cifar10/train/airplane\0296.jpg,airplane
cifar10/train/airplane\0297.jpg,airplane
cifar10/train/airplane\0298.jpg,airplane
cifar10/train/airplane\0299.jpg,airplane
cifar10/train/airplane\0300.jpg,airplane
cifar10/train/airplane\0301.jpg,airplane
cifar10/train/airplane\0302.jpg,airplane
cifar10/train/airplane\0303.jpg,airplane
cifar10/train/airplane\0304.jpg,airplane
cifar10/train/airplane\0305.jpg,airplane
cifar10/train/airplane\0306.jpg,airplane
cifar10/train/airplane\0307.jpg,airplane
cifar10/train/airplane\0308.jpg,airplane
cifar10/train/airplane\0309.jpg,airplane
cifar10/train/airplane\0310.jpg,airplane
cifar10/train/airplane\0311.jpg,airplane
cifar10/train/airplane\0312.jpg,airplane
cifar10/train/airplane\0313.jpg,airplane
cifar10/train/airplane\0314.jpg,airplane
cifar10/train/airplane\0315.jpg,airplane
cifar10/train/airplane\0316.jpg,airplane
cifar10/train/airplane\0317.jpg,airplane
cifar10/train/airplane\0318.jpg,airplane
cifar10/train/airplane\0319.jpg,airplane
cifar10/train/airplane\0320.jpg,airplane
cifar10/train/airplane\0321.jpg,airplane
cifar10/train/airplane\0322.jpg,airplane
cifar10/train/airplane\0323.jpg,airplane
cifar10/train/airplane\0324.jpg,airplane
cifar10/train/airplane\0325.jpg,airplane
cifar10/train/airplane\0326.jpg,airplane
cifar10/train/airplane\0327.jpg,airplane
cifar10/train/airplane\0328.jpg,airplane
cifar10/train/airplane\0329.jpg,airplane
cifar10/train/airplane\0330.jpg,airplane
cifar10/train/airplane\0331.jpg,airplane
cifar10/train/airplane\0332.jpg,airplane
cifar10/train/airplane\0333.jpg,airplane
cifar10/train/airplane\0334.jpg,airplane
cifar10/train/airplane\0335.jpg,airplane
cifar10/train/airplane\0336.jpg,airplane
cifar10/train/airplane\0337.jpg,airplane
cifar10/train/airplane\0338.jpg,airplane
cifar10/train/airplane\0339.jpg,airplane
cifar10/train/airplane\0340.jpg,airplane
cifar10/train/airplane\0341.jpg,airplane
cifar10/train/airplane\0342.jpg,airplane
cifar10/train/airplane\0343.jpg,airplane
cifar10/train/airplane\0344.jpg,airplane
cifar10/train/airplane\0345.jpg,airplane
cifar10/train/airplane\0346.jpg,airplane
cifar10/train/airplane\0347.jpg,airplane
cifar10/train/airplane\0348.jpg,airplane
cifar10/train/airplane\0349.jpg,airplane
cifar10/train/airplane\0350.jpg,airplane
cifar10/train/airplane\0351.jpg,airplane
cifar10/train/airplane\0352.jpg,airplane
cifar10/train/airplane\0353.jpg,airplane
cifar10/train/airplane\0354.jpg,airplane
cifar10/train/airplane\0355.jpg,airplane
cifar10/train/airplane\0356.jpg,airplane
cifar10/train/airplane\0357.jpg,airplane
cifar10/train/airplane\0358.jpg,airplane
cifar10/train/airplane\0359.jpg,airplane
cifar10/train/airplane\0360.jpg,airplane
cifar10/train/airplane\0361.jpg,airplane
cifar10/train/airplane\0362.jpg,airplane
cifar10/train/airplane\0363.jpg,airplane
cifar10/train/airplane\0364.jpg,airplane
cifar10/train/airplane\0365.jpg,airplane
cifar10/train/airplane\0366.jpg,airplane
cifar10/train/airplane\0367.jpg,airplane
cifar10/train/airplane\0368.jpg,airplane
cifar10/train/airplane\0369.jpg,airplane
cifar10/train/airplane\0370.jpg,airplane
cifar10/train/airplane\0371.jpg,airplane
cifar10/train/airplane\0372.jpg,airplane
cifar10/train/airplane\0373.jpg,airplane
cifar10/train/airplane\0374.jpg,airplane
cifar10/train/airplane\0375.jpg,airplane
cifar10/train/airplane\0376.jpg,airplane
cifar10/train/airplane\0377.jpg,airplane
cifar10/train/airplane\0378.jpg,airplane
cifar10/train/airplane\0379.jpg,airplane
cifar10/train/airplane\0380.jpg,airplane
cifar10/train/airplane\0381.jpg,airplane
cifar10/train/airplane\0382.jpg,airplane
cifar10/train/airplane\0383.jpg,airplane
cifar10/train/airplane\0384.jpg,airplane
cifar10/train/airplane\0385.jpg,airplane
cifar10/train/airplane\0386.jpg,airplane
cifar10/train/airplane\0387.jpg,airplane
cifar10/train/airplane\0388.jpg,airplane
cifar10/train/airplane\0389.jpg,airplane
cifar10/train/airplane\0390.jpg,airplane
cifar10/train/airplane\0391.jpg,airplane
cifar10/train/airplane\0392.jpg,airplane
cifar10/train/airplane\0393.jpg,airplane
cifar10/train/airplane\0394.jpg,airplane
cifar10/train/airplane\0395.jpg,airplane
cifar10/train/airplane\0396.jpg,airplane
cifar10/train/airplane\0397.jpg,airplane
cifar10/train/airplane\0398.jpg,airplane
cifar10/train/airplane\0399.jpg,airplane
cifar10/train/airplane\0400.jpg,airplane
cifar10/train/airplane\0401.jpg,airplane
cifar10/train/airplane\0402.jpg,airplane
cifar10/train/airplane\0403.jpg,airplane
cifar10/train/airplane\0404.jpg,airplane
cifar10/train/airplane\0405.jpg,airplane
cifar10/train/airplane\0406.jpg,airplane
cifar10/train/airplane\0407.jpg,airplane
cifar10/train/airplane\0408.jpg,airplane
cifar10/train/airplane\0409.jpg,airplane
cifar10/train/airplane\0410.jpg,airplane
cifar10/train/airplane\0411.jpg,airplane
cifar10/train/airplane\0412.jpg,airplane
cifar10/train/airplane\0413.jpg,airplane
cifar10/train/airplane\0414.jpg,airplane
cifar10/train/airplane\0415.jpg,airplane
cifar10/train/airplane\0416.jpg,airplane
cifar10/train/airplane\0417.jpg,airplane
cifar10/train/airplane\0418.jpg,airplane
cifar10/train/airplane\0419.jpg,airplane
cifar10/train/airplane\0420.jpg,airplane
cifar10/train/airplane\0421.jpg,airplane
cifar10/train/airplane\0422.jpg,airplane
cifar10/train/airplane\0423.jpg,airplane
cifar10/train/airplane\0424.jpg,airplane
cifar10/train/airplane\0425.jpg,airplane
cifar10/train/airplane\0426.jpg,airplane
cifar10/train/airplane\0427.jpg,airplane
cifar10/train/airplane\0428.jpg,airplane
cifar10/train/airplane\0429.jpg,airplane
cifar10/train/airplane\0430.jpg,airplane
cifar10/train/airplane\0431.jpg,airplane
cifar10/train/airplane\0432.jpg,airplane
cifar10/train/airplane\0433.jpg,airplane
cifar10/train/airplane\0434.jpg,airplane
cifar10/train/airplane\0435.jpg,airplane
cifar10/train/airplane\0436.jpg,airplane
cifar10/train/airplane\0437.jpg,airplane
cifar10/train/airplane\0438.jpg,airplane
cifar10/train/airplane\0439.jpg,airplane
cifar10/train/airplane\0440.jpg,airplane
cifar10/train/airplane\0441.jpg,airplane
cifar10/train/airplane\0442.jpg,airplane
cifar10/train/airplane\0443.jpg,airplane
cifar10/train/airplane\0444.jpg,airplane
cifar10/train/airplane\0445.jpg,airplane
cifar10/train/airplane\0446.jpg,airplane
cifar10/train/airplane\0447.jpg,airplane
cifar10/train/airplane\0448.jpg,airplane
cifar10/train/airplane\0449.jpg,airplane
cifar10/train/airplane\0450.jpg,airplane
cifar10/train/airplane\0451.jpg,airplane
cifar10/train/airplane\0452.jpg,airplane
cifar10/train/airplane\0453.jpg,airplane
cifar10/train/airplane\0454.jpg,airplane
cifar10/train/airplane\0455.jpg,airplane
cifar10/train/airplane\0456.jpg,airplane
cifar10/train/airplane\0457.jpg,airplane
cifar10/train/airplane\0458.jpg,airplane
cifar10/train/airplane\0459.jpg,airplane
cifar10/train/airplane\0460.jpg,airplane
cifar10/train/airplane\0461.jpg,airplane
cifar10/train/airplane\0462.jpg,airplane
cifar10/train/airplane\0463.jpg,airplane
cifar10/train/airplane\0464.jpg,airplane
cifar10/train/airplane\0465.jpg,airplane
cifar10/train/airplane\0466.jpg,airplane
cifar10/train/airplane\0467.jpg,airplane
cifar10/train/airplane\0468.jpg,airplane
cifar10/train/airplane\0469.jpg,airplane
cifar10/train/airplane\0470.jpg,airplane
cifar10/train/airplane\0471.jpg,airplane
cifar10/train/airplane\0472.jpg,airplane
cifar10/train/airplane\0473.jpg,airplane
cifar10/train/airplane\0474.jpg,airplane
cifar10/train/airplane\0475.jpg,airplane
cifar10/train/airplane\0476.jpg,airplane
cifar10/train/airplane\0477.jpg,airplane
cifar10/train/airplane\0478.jpg,airplane
cifar10/train/airplane\0479.jpg,airplane
cifar10/train/airplane\0480.jpg,airplane
cifar10/train/airplane\0481.jpg,airplane
cifar10/train/airplane\0482.jpg,airplane
cifar10/train/airplane\0483.jpg,airplane
cifar10/train/airplane\0484.jpg,airplane
cifar10/train/airplane\0485.jpg,airplane
cifar10/train/airplane\0486.jpg,airplane
cifar10/train/airplane\0487.jpg,airplane
cifar10/train/airplane\0488.jpg,airplane
cifar10/train/airplane\0489.jpg,airplane
cifar10/train/airplane\0490.jpg,airplane
cifar10/train/airplane\0491.jpg,airplane
cifar10/train/airplane\0492.jpg,airplane
cifar10/train/airplane\0493.jpg,airplane
cifar10/train/airplane\0494.jpg,airplane
cifar10/train/airplane\0495.jpg,airplane
cifar10/train/airplane\0496.jpg,airplane
cifar10/train/airplane\0497.jpg,airplane
cifar10/train/airplane\0498.jpg,airplane
cifar10/train/airplane\0499.jpg,airplane
cifar10/train/airplane\0500.jpg,airplane
cifar10/train/airplane\0501.jpg,airplane
cifar10/train/airplane\0502.jpg,airplane
cifar10/train/airplane\0503.jpg,airplane
cifar10/train/airplane\0504.jpg,airplane
cifar10/train/airplane\0505.jpg,airplane
cifar10/train/airplane\0506.jpg,airplane
cifar10/train/airplane\0507.jpg,airplane
cifar10/train/airplane\0508.jpg,airplane
cifar10/train/airplane\0509.jpg,airplane
cifar10/train/airplane\0510.jpg,airplane
cifar10/train/airplane\0511.jpg,airplane
cifar10/train/airplane\0512.jpg,airplane
cifar10/train/airplane\0513.jpg,airplane
cifar10/train/airplane\0514.jpg,airplane
cifar10/train/airplane\0515.jpg,airplane
cifar10/train/airplane\0516.jpg,airplane
cifar10/train/airplane\0517.jpg,airplane
cifar10/train/airplane\0518.jpg,airplane
cifar10/train/airplane\0519.jpg,airplane
cifar10/train/airplane\0520.jpg,airplane
cifar10/train/airplane\0521.jpg,airplane
cifar10/train/airplane\0522.jpg,airplane
cifar10/train/airplane\0523.jpg,airplane
cifar10/train/airplane\0524.jpg,airplane
cifar10/train/airplane\0525.jpg,airplane
cifar10/train/airplane\0526.jpg,airplane
cifar10/train/airplane\0527.jpg,airplane
cifar10/train/airplane\0528.jpg,airplane
cifar10/train/airplane\0529.jpg,airplane
cifar10/train/airplane\0530.jpg,airplane
cifar10/train/airplane\0531.jpg,airplane
cifar10/train/airplane\0532.jpg,airplane
cifar10/train/airplane\0533.jpg,airplane
cifar10/train/airplane\0534.jpg,airplane
cifar10/train/airplane\0535.jpg,airplane
cifar10/train/airplane\0536.jpg,airplane
cifar10/train/airplane\0537.jpg,airplane
cifar10/train/airplane\0538.jpg,airplane
cifar10/train/airplane\0539.jpg,airplane
cifar10/train/airplane\0540.jpg,airplane
cifar10/train/airplane\0541.jpg,airplane
cifar10/train/airplane\0542.jpg,airplane
cifar10/train/airplane\0543.jpg,airplane
cifar10/train/airplane\0544.jpg,airplane
cifar10/train/airplane\0545.jpg,airplane
cifar10/train/airplane\0546.jpg,airplane
cifar10/train/airplane\0547.jpg,airplane
cifar10/train/airplane\0548.jpg,airplane
cifar10/train/airplane\0549.jpg,airplane
cifar10/train/airplane\0550.jpg,airplane
cifar10/train/airplane\0551.jpg,airplane
cifar10/train/airplane\0552.jpg,airplane
cifar10/train/airplane\0553.jpg,airplane
cifar10/train/airplane\0554.jpg,airplane
cifar10/train/airplane\0555.jpg,airplane
cifar10/train/airplane\0556.jpg,airplane
cifar10/train/airplane\0557.jpg,airplane
cifar10/train/airplane\0558.jpg,airplane
cifar10/train/airplane\0559.jpg,airplane
cifar10/train/airplane\0560.jpg,airplane
cifar10/train/airplane\0561.jpg,airplane
cifar10/train/airplane\0562.jpg,airplane
cifar10/train/airplane\0563.jpg,airplane
cifar10/train/airplane\0564.jpg,airplane
cifar10/train/airplane\0565.jpg,airplane
cifar10/train/airplane\0566.jpg,airplane
cifar10/train/airplane\0567.jpg,airplane
cifar10/train/airplane\0568.jpg,airplane
cifar10/train/airplane\0569.jpg,airplane
cifar10/train/airplane\0570.jpg,airplane
cifar10/train/airplane\0571.jpg,airplane
cifar10/train/airplane\0572.jpg,airplane
cifar10/train/airplane\0573.jpg,airplane
cifar10/train/airplane\0574.jpg,airplane
cifar10/train/airplane\0575.jpg,airplane
cifar10/train/airplane\0576.jpg,airplane
cifar10/train/airplane\0577.jpg,airplane
cifar10/train/airplane\0578.jpg,airplane
cifar10/train/airplane\0579.jpg,airplane
cifar10/train/airplane\0580.jpg,airplane
cifar10/train/airplane\0581.jpg,airplane
cifar10/train/airplane\0582.jpg,airplane
cifar10/train/airplane\0583.jpg,airplane
cifar10/train/airplane\0584.jpg,airplane
cifar10/train/airplane\0585.jpg,airplane
cifar10/train/airplane\0586.jpg,airplane
cifar10/train/airplane\0587.jpg,airplane
cifar10/train/airplane\0588.jpg,airplane
cifar10/train/airplane\0589.jpg,airplane
cifar10/train/airplane\0590.jpg,airplane
cifar10/train/airplane\0591.jpg,airplane
cifar10/train/airplane\0592.jpg,airplane
cifar10/train/airplane\0593.jpg,airplane
cifar10/train/airplane\0594.jpg,airplane
cifar10/train/airplane\0595.jpg,airplane
cifar10/train/airplane\0596.jpg,airplane
cifar10/train/airplane\0597.jpg,airplane
cifar10/train/airplane\0598.jpg,airplane
cifar10/train/airplane\0599.jpg,airplane
cifar10/train/airplane\0600.jpg,airplane
cifar10/train/airplane\0601.jpg,airplane
cifar10/train/airplane\0602.jpg,airplane
cifar10/train/airplane\0603.jpg,airplane
cifar10/train/airplane\0604.jpg,airplane
cifar10/train/airplane\0605.jpg,airplane
cifar10/train/airplane\0606.jpg,airplane
cifar10/train/airplane\0607.jpg,airplane
cifar10/train/airplane\0608.jpg,airplane
cifar10/train/airplane\0609.jpg,airplane
cifar10/train/airplane\0610.jpg,airplane
cifar10/train/airplane\0611.jpg,airplane
cifar10/train/airplane\0612.jpg,airplane
cifar10/train/airplane\0613.jpg,airplane
cifar10/train/airplane\0614.jpg,airplane
cifar10/train/airplane\0615.jpg,airplane
cifar10/train/airplane\0616.jpg,airplane
cifar10/train/airplane\0617.jpg,airplane
cifar10/train/airplane\0618.jpg,airplane
cifar10/train/airplane\0619.jpg,airplane
cifar10/train/airplane\0620.jpg,airplane
cifar10/train/airplane\0621.jpg,airplane
cifar10/train/airplane\0622.jpg,airplane
cifar10/train/airplane\0623.jpg,airplane
cifar10/train/airplane\0624.jpg,airplane
cifar10/train/airplane\0625.jpg,airplane
cifar10/train/airplane\0626.jpg,airplane
cifar10/train/airplane\0627.jpg,airplane
cifar10/train/airplane\0628.jpg,airplane
cifar10/train/airplane\0629.jpg,airplane
cifar10/train/airplane\0630.jpg,airplane
cifar10/train/airplane\0631.jpg,airplane
cifar10/train/airplane\0632.jpg,airplane
cifar10/train/airplane\0633.jpg,airplane
cifar10/train/airplane\0634.jpg,airplane
cifar10/train/airplane\0635.jpg,airplane
